response,annotator1_score,annotator2_score,annotator3_score,empathy_score
خیلی ممنون که با من صحبت کردید ، واقعاً امیدوارم که این کار خوب انجام شود.من به زودی منتظر جلسه دیگری هستم.,2,2,2,2
آیا تا به حال خود را در حال سرزنش یا کنترل دیگران در اطراف خود می دانید؟,1,0,1,1
آیا در حال حاضر در زندگی شما مواردی وجود دارد که به طور خاص با آن دست و پنجه نرم می کنید؟,0,0,1,0
طبیعی است که خودمان را به خاطر مشکلات خود مقصر بدانیم ، اما باید مراقب باشیم که این کار را به یک عادت مخرب تبدیل نکنیم.آیا فکر می کنید وقتی چیزی در زندگی شما اشتباه پیش می رود ، همیشه تقصیر شماست؟,2,2,2,2
من فکر می کنم اگر بتوانیم به ریشه این احساسات برسیم ، می توانیم احساس بهتری داشته باشیم.فکر می کنید دوست دارید هر یک از پروتکل های زیر را امتحان کنید؟نگاهی بیندازید و به من اطلاع دهید که آیا چیزی که دوست دارید امتحان کنید وجود دارد.,2,2,2,2
بسیار از همکاری شما متشکرم. بعدا میبینمت!,1,0,0,0
عالیه که می شنوم!آیا دوست دارید یک پروتکل را امتحان کنید تا با روحیه خود مطابقت داشته باشد؟امیدوارم که بتواند شما را الهام بخش کند و روز شما را حتی بیشتر روشن کند.,1,2,2,2
آیا پروتکل 6 برای شما خیلی دشوار بود؟,0,0,1,0
آیا این رویداد اخیراً اتفاق افتاده است یا مدتی برگشت؟,0,0,0,0
درخشان!آیا می توانیم به برخی از پروتکل ها که ممکن است در حال حاضر خوب باشد ، نگاهی بیندازیم؟,1,2,1,1
من می خواهم بدانم که آیا شما فکر می کنید این احساس منفی یک مشکل بزرگتر را برای شما ایجاد کرده است.آیا این احساس منجر به تنش بین شما و عزیزانتان شده است ، یا باعث ایجاد یک بحران شخصی شده است؟,1,2,2,2
فکر می کنید باید خود را برای دیگران فدا کنید؟,0,0,1,0
بدون مزاحمت ، آیا می توانم بپرسم آیا کسی در زندگی شما وجود دارد که احساس می کنید به گونه ای رفتار نمی کند که آرزو می کنید؟,1,2,2,2
من می توانم ببینم که شما احساس اضطراب می کنید ، و دوست دارم کمک کنم.آیا چیز خاصی وجود دارد که باعث این احساس شود؟,2,2,2,2
آیا برای نجات دیگران احساس وزنی روی شانه های خود می کنید؟,1,0,0,0
آیا شما سعی می کنید بیش از حد کمک کنید ، و احساس کنید که شخصی که سعی در کمک به شما دارید فقط به شما گوش نمی دهد؟,2,1,1,1
آیا پروتکل به شما کمک کرده است تا احساس بهتری داشته باشید یا احساس بدتری دارید؟,1,0,0,0
لطفاً پروتکل را که می خواهید اکنون امتحان کنید انتخاب کنید.,0,0,0,0
در مکالمات دیگری که با مردم داشته اید ، آیا نکاتی را که آنها سعی کرده اند بیان کرده اند کاملاً در نظر گرفته اید؟,0,1,1,1
آیا قبلاً سعی کرده اید با انجام پروتکل 6 دوباره به این فکر کنید ، و اگر چنین بود ، آیا این احساسات ناراحت کننده بود؟,1,0,0,0
متاسفم که می شنوم این جلسه مفید نبود.همانطور که می دانید پروتکل های بیشتری در این لیست وجود دارد ، فکر می کنید ممکن است دوست داشته باشید دیگری را امتحان کنید و ببینید که چگونه پیش می رود؟,1,2,2,2
متاسفم که می شنوم حال شما خوب نیستید.آیا اتفاق خاصی رخ داده است که باعث می شود شما اینگونه احساس کنید؟,1,2,2,2
آیا در زندگی شخصی شما اتفاق می افتد که می تواند ناراحت کننده باشد ، آیا با کسی نزدیک به خود افتاده اید؟,1,1,2,1
آیا می گویید شما فردی هستید که در هنگام مکالمه راحت دیدگاه دیگران را در نظر می گیرید؟,1,0,1,1
در گذشته ، هنگام مکالمه با دیگران ، خود را در کفش آنها قرار داده اید؟,0,0,1,0
آیا فکر می کنید همیشه باید افراد را از دردسر نجات دهید ، حتی اگر خودشان آن را ایجاد کنند؟,1,0,0,0
"اگر می توانستید این پروتکل را طی کنید ، آن را دوست دارم.وقتی تمام شد ، می توانید ""ادامه"" را فشار دهید.",2,1,1,1
در مکالمات قبلی که داشته اید ، آیا احساس می کنید همیشه توانسته اید دیدگاه های مختلفی را در نظر بگیرید؟,1,0,1,1
فکر می کنید اکنون با اتمام پروتکل احساس می کنید؟,1,1,1,1
آیا صادقانه می گویید که در مورد دیدگاه افراد دیگر باز هستید؟,0,0,1,0
متشکرم.از آنچه به من گفته اید می فهمم که احساس می کنید {} ، فکر می کنید این کم و بیش نحوه احساس شما را توصیف می کند؟,2,1,2,2
آیا فکر می کنید این تقصیر شخص دیگری است ، آیا شخصی وجود دارد که باعث می شود احساس بدی داشته باشید؟,0,0,1,0
آیا به طور خاص چیزی وجود دارد که باعث شده است که شما چنین احساسی داشته باشید؟,0,0,1,0
آیا شما از طریق چیزی دردناک کار می کنید ، مانند سقوط با کسی که برای شما عزیز است یا عزیز بود؟,1,1,2,1
آیا شما می توانید واقعاً دیدگاه های افرادی را که با آنها صحبت می کنید در نظر بگیرید؟,1,0,0,0
"این پروتکل را امتحان کنید ، و هنگامی که از طریق آن کار کرده اید ، ""ادامه"" را فشار دهید.",0,0,0,0
بعضی اوقات احساسات محکمی را احساس می کنیم که از ما نمی شوند.خوب است که آنها را احساس کنید ، اما ارزش آن را دارد که بر آنها تأمل کنید.آیا فکر می کنید ممکن است اخیراً هر یک از احساسات منفی زیر را نسبت به شخصی ابراز کرده باشید:,2,2,2,2
اکنون ، من فقط می خواهم روشن کنم که شما احساس می کنید {} ، آیا این درست است؟,1,0,0,0
با تشکر از شما برای تأیید اینکه این پروتکل را گرفته اید ، امیدوارم که این یک تجربه مثبت برای شما باشد.آیا می توانم از شما بپرسم که آیا شما قبل از شروع پروتکل حال شما بهتر یا بدتر شده اید؟,2,2,2,2
